year,entity,count,amount,level
2024,pune,900035103,817012243191.0,district
2024,rangareddy,616593580,775467300648.0,district
2024,medchal malkajgiri,534184945,651550001586.0,district
2024,hyderabad,497079422,601741671786.0,district
2024,jaipur,419541051,484830515848.0,district
2024,gautambuddha nagar,308036927,255133255191.0,district
2024,gurugram,301187458,265842877273.0,district
2024,indore,264106034,277132973152.0,district
2024,thane,260133540,262082431087.0,district
2024,500072,97079697,111354370899.0,pincode
2024,201301,71597704,52354483878.0,pincode
2024,500081,67246969,72596118114.0,pincode
2024,560068,63798364,60719442481.0,pincode
2024,560100,58873952,55139541256.0,pincode
2024,452001,58325781,52789642819.0,pincode
2024,410501,55813356,42271781255.0,pincode
2024,411057,48685493,38546349566.0,pincode
2024,560037,48507070,50370682932.0,pincode
2024,560066,44494164,45074223595.0,pincode
