year,state,registered_users,app_opens
2023,nagaland,381162,20169002
2023,mizoram,157627,9424810
2023,chhattisgarh,8057016,545124233
2023,jammu & kashmir,2108166,186302862
2023,goa,995923,64868903
2023,arunachal pradesh,462088,38873546
2023,delhi,18363626,738806624
2023,uttarakhand,5001826,287470297
2024,puducherry,631663,3299001
2024,tamil nadu,30638750,1089065562
2024,uttar pradesh,56028765,3113045884
2024,madhya pradesh,28238554,4395383187
2024,andhra pradesh,34008709,1080185103
2024,tripura,842135,81407836
2024,lakshadweep,8578,645375
2024,manipur,589568,59758762
2024,maharashtra,68016876,3226964743
2024,dadra & nagar haveli & daman & diu,615863,5967100
2024,meghalaya,365452,207128767
2024,andaman & nicobar islands,108411,28538751
2024,haryana,18248263,356852975
2024,rajasthan,33505514,4728118557
2024,ladakh,130070,16503075
2024,punjab,10286964,448478973
2024,assam,6510156,1381009332
2024,jharkhand,10118149,1389086946
2024,odisha,17393166,1247351109
2024,bihar,26765201,945228349
2024,kerala,12553296,173276966
2024,karnataka,43668141,2186015502
2024,chandigarh,754849,2680802
2024,telangana,31082447,933319286
2024,himachal pradesh,3050141,231634797
2024,west bengal,31306843,633526507
2024,gujarat,27381972,2391800188
2024,sikkim,293821,19584360
2024,nagaland,398630,46485081
2024,mizoram,165126,50294364
2024,chhattisgarh,8394140,1290951432
2024,jammu & kashmir,2195803,342579321
2024,goa,1035050,31168316
2024,arunachal pradesh,482393,143597043
2024,delhi,19067147,80302941
2024,uttarakhand,5202251,264812749
2024,puducherry,655486,2882669
2024,tamil nadu,31818880,1071832085
2024,uttar pradesh,58199149,3406733148
2024,madhya pradesh,29324466,4877924433
2024,andhra pradesh,35303719,1061281082
2024,tripura,876724,97341017
2024,lakshadweep,8895,683424
2024,manipur,614446,59706780
2024,maharashtra,70597223,3406640277
2024,dadra & nagar haveli & daman & diu,640724,7489619
2024,meghalaya,379342,204649032
2024,andaman & nicobar islands,112687,16876883
2024,haryana,18932084,495253484
2024,rajasthan,34773619,4962266918
2024,ladakh,134702,41355640
2024,punjab,10677703,502438995
2024,assam,6767874,1728273868
2024,jharkhand,10501982,1583300137
2024,odisha,18078622,1439371537
2024,bihar,27786576,1034146507
2024,kerala,13008410,164717612
2024,karnataka,45290606,2195010418
2024,chandigarh,782791,3351127
2024,telangana,32232171,1007869816
2024,himachal pradesh,3172766,291406931
2024,west bengal,32540397,704276274
2024,gujarat,28439885,2418997443
2024,sikkim,304650,45285995
2024,nagaland,414876,60494356
2024,mizoram,171540,44171046
2024,chhattisgarh,8704757,1483224382
2024,jammu & kashmir,2279903,425109975
2024,goa,1073516,21359943
2024,arunachal pradesh,500669,132013837
2024,delhi,19789096,99756459
2024,uttarakhand,5395292,309932840
2024,puducherry,629332,2673547
2024,tamil nadu,32965209,1237507205
2024,uttar pradesh,67922000,2512362184
2024,madhya pradesh,31764084,5313772854
2024,andhra pradesh,29145303,1660426436
2024,tripura,916336,134585619
2024,lakshadweep,11395,28226
2024,manipur,596237,125520994
2024,maharashtra,69641161,4571320472
2024,dadra & nagar haveli & daman & diu,627815,5429299
2024,meghalaya,548502,292472944
2024,andaman & nicobar islands,172473,19554846
2024,haryana,18527288,701589813
2024,rajasthan,35583171,5335171033
2024,ladakh,194146,68575933
2024,punjab,10978782,719085996
2024,assam,10098778,855216106
2024,jharkhand,11771265,1330121440
2024,odisha,17966648,1596145813
2024,bihar,31899315,692875087
2024,kerala,13271613,127705188
2024,karnataka,44548391,2731726058
2024,chandigarh,700398,3757821
2024,telangana,30776242,1397303246
2024,himachal pradesh,2953068,277032020
2024,west bengal,33612828,709864323
2024,gujarat,29082108,2873083540
2024,sikkim,312311,18246210
2024,nagaland,446969,73710120
2024,mizoram,224952,109786827
2024,chhattisgarh,10290502,1469220234
2024,jammu & kashmir,4161840,376570012
2024,goa,1114034,49958844
2024,arunachal pradesh,687168,210856966
2024,delhi,18444617,111680825
2024,uttarakhand,5423770,414813742
2024,puducherry,646158,30724911
2024,tamil nadu,33966610,2229881172
2024,uttar pradesh,70474113,5080900941
2024,madhya pradesh,32876660,2492103990
2024,andhra pradesh,29984431,1866359979
2024,tripura,948916,56659293
2024,lakshadweep,11769,1797824
2024,manipur,616995,32146128
2024,maharashtra,71807805,5042420660
2024,dadra & nagar haveli & daman & diu,644550,41947714
2024,meghalaya,571272,44407767
2024,andaman & nicobar islands,178788,18691683
2024,haryana,19051114,1381829141
2024,rajasthan,36828375,2764744237
2024,ladakh,193724,9881580
2024,punjab,11308453,774697562
2024,assam,10480927,775169459
2024,jharkhand,12212421,1018664763
2024,odisha,18611196,1034390206
2024,bihar,33345285,2527843258
2024,kerala,13689387,873737766
2024,karnataka,45917653,3091599006
2024,chandigarh,721216,37265017
2024,telangana,31726856,2014592558
2024,himachal pradesh,3040819,168576863
2024,west bengal,34750181,1994940763
2024,gujarat,29861641,2406424143
2024,sikkim,320748,18490840
2024,nagaland,463523,25389015
2024,mizoram,234527,12467831
2024,chhattisgarh,10651135,869239311
2024,jammu & kashmir,4288583,246569412
2024,goa,1143332,78430745
2024,arunachal pradesh,710879,46627582
2024,delhi,18900488,952556492
2024,uttarakhand,5575922,354208067
